NIST 800-171,NIST 800-53,Family,Control Name,Function,Category,Workload,Table,Workload Integration,Event Reference,KQL
3.1.1,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized users,Identity,Identity & Credential Management,Entra,AADProvisioningLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/app-provisioning/application-provisioning-log-analytics,"// Objective: Tracks automated user provisioning/deprovisioning events across SaaS apps
// integrated with Entra ID provisioning, to verify lifecycle management compliance.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSystems = dynamic([]);     // e.g., [""ServiceNow"", ""Salesforce""]
let TargetActions = dynamic([]);     // e.g., [""Create"", ""Disable""]
//
// ----- Part 1: Filter for Provisioning Events -----
//
AADProvisioningLogs
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Extract Source and Target Identity -----
//
| extend
    SourceIdentityName = tostring(parse_json(SourceIdentity).Name),
    SourceIdentityId = tostring(parse_json(SourceIdentity).Id),
    TargetIdentityName = tostring(parse_json(TargetIdentity).Name),
    TargetIdentityId = tostring(parse_json(TargetIdentity).Id)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetSystems) == 0 or TargetSystem in (TargetSystems))
| where (array_length(TargetActions) == 0 or Action in (TargetActions))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, SourceIdentityName, TargetIdentityName, Action,
           TargetSystem, SourceSystem, ResultType, StatusInfo
| sort by TimeGenerated desc
| take 50"
3.1.1,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized users,Identity,Identity & Credential Management,Entra,AADRiskyUsers,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"// Objective: Provides a point-in-time inventory of users flagged as risky by
// Entra ID Protection, with risk level, state, and last-updated context.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetUsers = dynamic([]);       // e.g., [""user@contoso.com""]
let TargetRiskLevels = dynamic([]);    // e.g., [""low"", ""medium"", ""high""]
//
// ----- Part 1: Filter for Risky Users -----
//
AADRiskyUsers
| where TimeGenerated > ago(30d)
| where (array_length(TargetRiskLevels) == 0 or RiskLevel has_any (TargetRiskLevels))
//
// ----- Part 2: Deduplicate to Latest State -----
//
| summarize arg_max(TimeGenerated, *) by UserPrincipalName
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetUsers) == 0 or UserPrincipalName in (TargetUsers))
//
// ----- Part 4: Final Output -----
//
| project TimeGenerated, UserPrincipalName, UserDisplayName, RiskLevel, RiskState,
         RiskDetail, RiskLastUpdatedDateTime, IsDeleted, IsProcessing
| sort by RiskLevel desc
| take 50"
3.1.1,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized users,Identity,Identity & Credential Management,Entra,AADUserRiskEvents,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"// Objective: Tracks individual risk detection events raised by Entra ID Protection
// (impossible travel, anonymous IP, token anomaly, etc.) with timing and source context.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetUsers = dynamic([]);        // e.g., [""user@contoso.com""]
let TargetRiskTypes = dynamic([]);    // e.g., [""impossibleTravel"", ""anonymizedIPAddress""]
//
// ----- Part 1: Filter for Risk Events -----
//
AADUserRiskEvents
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetUsers) == 0 or UserPrincipalName in (TargetUsers))
| where (array_length(TargetRiskTypes) == 0 or RiskEventType in (TargetRiskTypes))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, UserPrincipalName, UserDisplayName, RiskEventType, RiskLevel,
           RiskState, RiskDetail, IpAddress, Location, DetectionTimingType, Source
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,AADServicePrincipalSignInLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-service-principal-sign-ins,"// Objective: Tracks non-human (service principal) sign-in activity to detect
// unauthorized application access to resources or APIs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSPs = dynamic([]);          // e.g., [""MyApp-ServicePrincipal""]
let TargetResources = dynamic([]);    // e.g., [""Microsoft Graph"", ""Key Vault""]
//
// ----- Part 1: Filter for Service Principal Sign-Ins -----
//
AADServicePrincipalSignInLogs
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Parse Status Details -----
//
| extend
    StatusCode = tostring(parse_json(Status).errorCode),
    FailureReason = tostring(parse_json(Status).failureReason)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetSPs) == 0 or ServicePrincipalName in (TargetSPs))
| where (array_length(TargetResources) == 0 or ResourceDisplayName in (TargetResources))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, ServicePrincipalName, ServicePrincipalId, ResourceDisplayName,
           IPAddress, ResultType, StatusCode, FailureReason, AppId
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,AADManagedIdentitySignInLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-sign-ins,"// Objective: Tracks managed identity sign-in activity to detect unauthorized
// Azure resource-to-resource access via system or user-assigned managed identities.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetMIs = dynamic([]);          // e.g., [""myvm-identity""]
let TargetResources = dynamic([]);    // e.g., [""Key Vault"", ""Storage""]
//
// ----- Part 1: Filter for Managed Identity Sign-Ins -----
//
AADManagedIdentitySignInLogs
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetMIs) == 0 or ServicePrincipalName in (TargetMIs))
| where (array_length(TargetResources) == 0 or ResourceDisplayName in (TargetResources))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, ServicePrincipalName, ResourceDisplayName, IPAddress,
           ResultType, Location, FederatedCredentialId
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,AuditLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"// Objective: Detects privilege escalation by tracking app consent, delegated permission grants,
// and app role assignments — highlighting newly delegated permissions to applications.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSPs = dynamic([]);       // e.g., [""MyAppServicePrincipal""]
let TargetActors = dynamic([]);    // e.g., [""admin@contoso.com""]
//
// ----- Part 1: Filter for Consent and Permission Grant Operations -----
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName in (
    ""Consent to application"",
    ""Add app role assignment grant to user"",
    ""Add delegated permission grant"",
    ""Add app role assignment to service principal"",
    ""Add OAuth2PermissionGrant"")
//
// ----- Part 2: Extract Initiator and Target Details -----
//
| extend
    Actor = coalesce(
        tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName),
        tostring(parse_json(tostring(InitiatedBy.app)).displayName)),
    ActorIPAddress = tostring(parse_json(tostring(InitiatedBy.user)).ipAddress),
    TargetApp = tostring(TargetResources[0].displayName),
    TargetAppId = tostring(TargetResources[0].id),
    AppRoleAdded = tostring(parse_json(tostring(parse_json(tostring(
        TargetResources[0].modifiedProperties))[1].newValue)))
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetSPs) == 0 or TargetApp in (TargetSPs))
| where (array_length(TargetActors) == 0 or Actor in (TargetActors))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, OperationName, Actor, ActorIPAddress, TargetApp,
           TargetAppId, AppRoleAdded, Result
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,AuditLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"// Objective: Tracks Entra ID directory role membership changes (Global Admin, Security Admin, etc.)
// to detect unauthorized privilege grants or revocations.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetRoles = dynamic([]);       // e.g., [""Global Administrator"", ""Security Administrator""]
let TargetActors = dynamic([]);      // e.g., [""admin@contoso.com""]
//
// ----- Part 1: Filter for Role Membership Operations -----
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName in (
    ""Add member to role"",
    ""Add eligible member to role"",
    ""Add scoped member to role"",
    ""Remove member from role"")
//
// ----- Part 2: Extract Role and Target Details -----
//
| extend
    Actor = coalesce(
        tostring(InitiatedBy.user.userPrincipalName),
        tostring(InitiatedBy.app.displayName)),
    ActorIP = tostring(InitiatedBy.user.ipAddress),
    TargetUser = tostring(TargetResources[0].userPrincipalName),
    TargetDisplayName = tostring(TargetResources[0].displayName),
    RoleName = tostring(parse_json(tostring(
        TargetResources[0].modifiedProperties))[1].displayName)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetActors) == 0 or Actor in (TargetActors))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, OperationName, Actor, ActorIP, TargetUser,
           TargetDisplayName, RoleName, Result
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,MicrosoftGraphActivityLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/graph/microsoft-graph-activity-logs-overview,"// Objective: Tracks write/modify operations against Microsoft Graph API to detect
// privilege escalation via role management, policy changes, or app registration modifications.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetMethods = dynamic([]);    // e.g., [""PATCH"", ""POST"", ""DELETE"", ""PUT""]
let TargetPathKeywords = dynamic([]);  // e.g., [""roleManagement"", ""appRoleAssignments""]
//
// ----- Part 1: Filter for Write Operations -----
//
MicrosoftGraphActivityLogs
| where TimeGenerated > ago(30d)
| where (array_length(TargetMethods) == 0 or RequestMethod in (TargetMethods))
//
// ----- Part 2: Parse URI and Classify Sensitivity -----
//
| extend UriPath = tostring(parse_url(RequestUri).Path)
| extend IsPrivileged = UriPath has_any (
    ""roleManagement"", ""directoryRoles"", ""appRoleAssignments"",
    ""oauth2PermissionGrants"", ""policies"", ""servicePrincipals"",
    ""applications"", ""groups"")
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetPathKeywords) == 0 or UriPath has_any (TargetPathKeywords))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, RequestMethod, UriPath, ResponseStatusCode, AppId,
           ServicePrincipalId, UserId, IPAddress, IsPrivileged, UserAgent
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,AADRiskyServicePrincipals,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"// Objective: Provides a point-in-time inventory of service principals flagged as risky
// by Entra ID Protection to identify compromised or misconfigured applications.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSPs = dynamic([]);    // e.g., [""MyApp""]
//
// ----- Part 1: Filter and Deduplicate -----
//
AADRiskyServicePrincipals
| where TimeGenerated > ago(30d)
| summarize arg_max(TimeGenerated, *) by ServicePrincipalId
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetSPs) == 0 or ServicePrincipalName in (TargetSPs))
//
// ----- Part 3: Final Output -----
//
| project TimeGenerated, ServicePrincipalName, ServicePrincipalId, AppId,
         RiskLevel, RiskState, RiskDetail, RiskLastUpdatedDateTime, IsEnabled, IsProcessing
| sort by RiskLevel desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Identity,Privileged Identity & Credential Management,Entra,AADServicePrincipalRiskEvents,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"// Objective: Tracks individual risk detection events raised against service principals
// by Entra ID Protection (anomalous activity, suspicious sign-ins, etc.).
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSPs = dynamic([]);          // e.g., [""MyApp""]
let TargetRiskTypes = dynamic([]);    // e.g., [""suspiciousSignins""]
//
// ----- Part 1: Filter for SP Risk Events -----
//
AADServicePrincipalRiskEvents
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetSPs) == 0 or ServicePrincipalName in (TargetSPs))
| where (array_length(TargetRiskTypes) == 0 or RiskEventType in (TargetRiskTypes))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, ServicePrincipalName, ServicePrincipalId, RiskEventType,
           RiskLevel, RiskState, DetectionTimingType, IpAddress, KeyIds, Source
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Cloud,Cloud App Governance,Microsoft Defender for Cloud Apps,CloudAppEvents,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDCA,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-cloudappevents-table,"// Objective: Detects cloud app consent, OAuth authorization, and app role assignment events
// captured by Microsoft Defender for Cloud Apps to identify unauthorized privilege grants.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetActions = dynamic([]);    // e.g., [""AppConsent"", ""AddAppRoleAssignment"", ""DelegatedPermissionGrant"", ""OAuthAppAuthorization""]
let TargetAccounts = dynamic([]);    // e.g., [""admin@contoso.com""]
//
// ----- Part 1: Filter for Privilege Escalation Events -----
//
CloudAppEvents
| where TimeGenerated > ago(30d)
| where (array_length(TargetActions) == 0 or ActionType has_any (TargetActions))
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetAccounts) == 0 or AccountId in (TargetAccounts))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, ActionType, AccountId, Application, ObjectName,
           ObjectType, IPAddress, CountryCode, City
| sort by TimeGenerated desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Operating Systems,Windows Infrastructure,Microsoft Defender for Endpoint,DeviceProcessEvents,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceprocessevents-table,"// Objective: Monitors execution of command-line interpreters and LOLBins on endpoints
// to detect unauthorized function execution, encoded commands, or living-off-the-land techniques.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetDevices = dynamic([]);    // e.g., [""WORKSTATION01""]
let SuspiciousProcesses = dynamic([]);    // e.g., [""powershell.exe"", ""cmd.exe"", ""wscript.exe"", ""cscript.exe"", ""mshta.exe"", ""rundll32.exe"", ""regsvr32.exe"", ""certutil.exe""]
//
// ----- Part 1: Filter for Suspicious Process Execution -----
//
DeviceProcessEvents
| where Timestamp > ago(7d)
| where (array_length(SuspiciousProcesses) == 0 or FileName has_any (SuspiciousProcesses))
//
// ----- Part 2: Classify Encoded/Obfuscated Commands -----
//
| extend
    CommandLineLength = strlen(ProcessCommandLine),
    IsEncoded = ProcessCommandLine has_any (""-enc"", ""-encoded"", ""FromBase64"", ""-e ""),
    IsDownloader = ProcessCommandLine has_any (""Invoke-WebRequest"", ""wget"",
        ""curl"", ""DownloadString"", ""DownloadFile"", ""Start-BitsTransfer"")
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetDevices) == 0 or DeviceName in (TargetDevices))
//
// ----- Part 4: Final Output -----
//
| distinct Timestamp, DeviceName, FileName, ProcessCommandLine, AccountName,
           AccountDomain, InitiatingProcessFileName, FolderPath,
           CommandLineLength, IsEncoded, IsDownloader
| sort by Timestamp desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Operating Systems,Windows Infrastructure,Microsoft Defender for Endpoint,DeviceImageLoadEvents,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceimageloadevents-table,"// Objective: Monitors DLL/image loads from non-standard paths (temp, AppData, Downloads)
// to detect sideloading, unsigned library injection, or unauthorized code execution.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetDevices = dynamic([]);    // e.g., [""SERVER01""]
let SuspiciousPaths = dynamic([]);    // e.g., [""\\temp\\"", ""\\appdata\\"", ""\\downloads\\"", ""\\public\\""]
//
// ----- Part 1: Filter for Loads from Suspicious Paths -----
//
DeviceImageLoadEvents
| where Timestamp > ago(7d)
| where (array_length(SuspiciousPaths) == 0 or FolderPath has_any (SuspiciousPaths))
//
// ----- Part 2: Check Signer Information -----
//
| extend
    IsSigned = isnotempty(Signer),
    IsMicrosoftSigned = Signer has ""Microsoft""
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetDevices) == 0 or DeviceName in (TargetDevices))
//
// ----- Part 4: Final Output -----
//
| distinct Timestamp, DeviceName, FileName, FolderPath, SHA256, Signer,
           IsSigned, IsMicrosoftSigned, InitiatingProcessFileName,
           InitiatingProcessFolderPath
| sort by Timestamp desc
| take 50"
3.1.2,"AC-2, AC-3, AC-17",Access Control,Limit system access to authorized functions,Cloud,Cloud Access Management,Azure,AzureActivity,https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/activity-log,https://learn.microsoft.com/en-us/azure/role-based-access-control/change-history-report,"// Objective: Tracks Azure RBAC role assignment changes at the subscription or resource level
// to detect unauthorized privilege grants or lateral movement via Owner/Contributor roles.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetCallers = dynamic([]);    // e.g., [""admin@contoso.com""]
let TargetScopes = dynamic([]);     // e.g., [""/subscriptions/...""]
//
// ----- Part 1: Filter for Role Assignment Write/Delete -----
//
AzureActivity
| where TimeGenerated > ago(30d)
| where OperationNameValue in (
    ""MICROSOFT.AUTHORIZATION/ROLEASSIGNMENTS/WRITE"",
    ""MICROSOFT.AUTHORIZATION/ROLEASSIGNMENTS/DELETE"")
| where ActivityStatusValue == ""Success""
//
// ----- Part 2: Parse Caller and Scope -----
//
| extend
    RequestBody = parse_json(tostring(parse_json(Properties).requestbody)),
    Scope = tostring(parse_json(Properties).scope)
| extend
    RoleDefinitionId = tostring(RequestBody.properties.roleDefinitionId),
    PrincipalId = tostring(RequestBody.properties.principalId)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetCallers) == 0 or Caller in (TargetCallers))
| where (array_length(TargetScopes) == 0 or Scope has_any (TargetScopes))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, OperationNameValue, Caller, CallerIpAddress, Scope,
           RoleDefinitionId, PrincipalId, ActivityStatusValue, SubscriptionId
| sort by TimeGenerated desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Identity,Identity & Credential Management,Entra,SigninLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/external-id/cross-tenant-access-overview,"// Objective: Detects cross-tenant and external (B2B guest) sign-in activity to verify
// that inbound and outbound identity federation is authorized and controlled.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetUsers = dynamic([]);          // e.g., [""guest@partner.com""]
let HomeTenantFilter = dynamic([]);     // Your tenant ID to detect outbound
//
// ----- Part 1: Filter for Cross-Tenant Sign-Ins -----
//
SigninLogs
| where TimeGenerated > ago(30d)
| where HomeTenantId != ResourceTenantId or UserType == ""Guest""
//
// ----- Part 2: Classify Cross-Tenant Direction -----
//
| extend CrossTenantType = case(
    UserType == ""Guest"", ""Inbound Guest"",
    HomeTenantId != ResourceTenantId, ""Outbound to External Resource"",
    ""Other"")
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetUsers) == 0 or UserPrincipalName in (TargetUsers))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, UserPrincipalName, AppDisplayName, CrossTenantType,
           HomeTenantId, ResourceTenantId, IPAddress, ResultType,
           ConditionalAccessStatus, UserType
| sort by TimeGenerated desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Identity,Identity & Credential Management,Entra,AuditLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/external-id/auditing-and-reporting,"// Objective: Tracks B2B guest invitations, invite redemptions, and cross-tenant access
// settings changes to detect unauthorized external identity federation.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetOperations = dynamic([]);    // e.g., [""Invite external user"", ""Redeem external user invite"", ""Add partner to cross-tenant access setting"", ""Update cross-tenant access setting""]
let TargetInitiators = dynamic([]);    // e.g., [""admin@contoso.com""]
//
// ----- Part 1: Filter for External Identity Operations -----
//
AuditLogs
| where TimeGenerated > ago(30d)
| where (array_length(TargetOperations) == 0 or OperationName has_any (TargetOperations))
//
// ----- Part 2: Extract Initiator and Target -----
//
| extend
    Initiator = coalesce(
        tostring(InitiatedBy.user.userPrincipalName),
        tostring(InitiatedBy.app.displayName)),
    InitiatorIP = tostring(InitiatedBy.user.ipAddress),
    TargetUser = tostring(TargetResources[0].userPrincipalName),
    TargetDisplayName = tostring(TargetResources[0].displayName)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetInitiators) == 0 or Initiator in (TargetInitiators))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, OperationName, Initiator, InitiatorIP, TargetUser,
           TargetDisplayName, Result, Category
| sort by TimeGenerated desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Cloud,Cloud App Governance,Microsoft Defender for Cloud Apps,CloudAppEvents,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDCA,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-cloudappevents-table,"// Objective: Tracks user activity within sanctioned and unsanctioned cloud applications
// captured by Defender for Cloud Apps to detect unauthorized external system usage.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetApps = dynamic([]);        // e.g., [""Dropbox"", ""Box""]
let TargetAccounts = dynamic([]);    // e.g., [""user@contoso.com""]
//
// ----- Part 1: Filter for Cloud App Events -----
//
CloudAppEvents
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetApps) == 0 or Application in (TargetApps))
| where (array_length(TargetAccounts) == 0 or AccountId in (TargetAccounts))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, ActionType, AccountId, Application, ObjectName,
           ObjectType, IPAddress, CountryCode, City, UserAgent
| sort by TimeGenerated desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Cloud,Cloud App Governance,Microsoft Defender for Cloud Apps,McasShadowItReporting,https://learn.microsoft.com/en-us/defender-cloud-apps/discovered-apps,https://learn.microsoft.com/en-us/defender-cloud-apps/discovered-apps,"// Objective: Provides a traffic-based inventory of discovered (shadow IT) cloud applications
// with user count, session count, and data volume to identify unsanctioned external systems.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetApps = dynamic([]);    // e.g., [""Dropbox"", ""WeTransfer""]
//
// ----- Part 1: Aggregate Discovery Data -----
//
McasShadowItReporting
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Summarize by App -----
//
| summarize
    TotalTrafficBytes = sum(UploadedBytes + DownloadedBytes),
    UserCount = dcount(EnrichedUserName),
    SessionCount = count()
    by StreamName, AppName = tostring(AppName)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetApps) == 0 or AppName in (TargetApps))
//
// ----- Part 4: Final Output -----
//
| project AppName, StreamName, TotalTrafficBytes, UserCount, SessionCount
| sort by TotalTrafficBytes desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Network,Network Boundary Protection,Microsoft Defender for Endpoint,DeviceNetworkEvents,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicenetworkevents-table,"// Objective: Monitors outbound network connections from endpoints to external IPs
// on sensitive ports to detect unauthorized connections to external information systems.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetDevices = dynamic([]);    // e.g., [""SERVER01""]
let SuspiciousPorts = dynamic([]);    // e.g., [445, 3389, 22, 23, 1433, 3306, 5432]
//
// ----- Part 1: Filter for Successful Outbound Connections -----
//
DeviceNetworkEvents
| where Timestamp > ago(7d)
| where ActionType == ""ConnectionSuccess""
| where (array_length(SuspiciousPorts) == 0 or RemotePort in (SuspiciousPorts)) or not(ipv4_is_private(RemoteIP))
//
// ----- Part 2: Classify Public vs Private -----
//
| extend IsPublicDest = not(ipv4_is_private(RemoteIP))
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetDevices) == 0 or DeviceName in (TargetDevices))
//
// ----- Part 4: Final Output -----
//
| distinct Timestamp, DeviceName, InitiatingProcessFileName, RemoteIP, RemotePort,
           RemoteUrl, LocalIP, LocalPort, IsPublicDest, Protocol
| sort by Timestamp desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Network,Network Boundary Protection,Microsoft Defender for Endpoint,DeviceNetworkInfo,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicenetworkinfo-table,"// Objective: Provides a point-in-time network configuration inventory for managed endpoints
// including IP addresses, adapters, DNS, and tunnel type to verify connection posture.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetDevices = dynamic([]);    // e.g., [""LAPTOP01""]
//
// ----- Part 1: Get Latest Network Config -----
//
DeviceNetworkInfo
| where Timestamp > ago(1d)
//
// ----- Part 2: Expand IP Addresses -----
//
| mv-expand IPInfo = parse_json(IPAddresses)
| extend
    IPAddress = tostring(IPInfo.IPAddress),
    SubnetPrefix = tostring(IPInfo.SubnetPrefix)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetDevices) == 0 or DeviceName in (TargetDevices))
//
// ----- Part 4: Final Output -----
//
| distinct Timestamp, DeviceName, NetworkAdapterName, MacAddress, NetworkAdapterType,
           IPAddress, SubnetPrefix, ConnectedNetworks, DnsAddresses, TunnelType
| sort by DeviceName asc
| take 50"
